candidate_id,education_school,education_speciality,education_level,education_degree,experience_years,language,language_level,technical_skills,soft_skills,current_position,location,location_available,certifications_title,hobbies,volunteer_activities,school_projects,availability
13774329,North Dakota State University (NDSU) and Minnesota State Community and Technical College (MSCTC),"['Landscape Architecture', 'Environmental Design', 'Biological Science', 'Zoology']",Bachelor's and Associate's Degree,Bachelor of Landscape Architecture and Bachelor of Environmental Design,15.0,[],[],"['Mechanical Design', 'Horticulture', 'R&D Design', 'Landscape Supervision', 'Project Management', 'Digital Printing', 'Construction Supervision', 'Inventory Management', 'Employee Management', 'Store Operations', 'Budgeting', 'Blueprint Reading', 'Quality Control', 'Equipment Operation', 'Safety', 'Scheduling', 'Supervision', 'Negotiation', 'Contract Management', 'Client Relations', 'Documentation', 'Drafting', 'Modeling', 'Product Design', 'Product Development', 'Product Improvement', 'Technical Drawing', 'Technical Writing', 'Software Proficiency', 'MS Office', 'AutoCAD', 'SolidWorks', 'Photoshop', 'Illustrator']","['Versatility', 'Reliability', 'Efficiency', 'Client Relations', 'Teamwork', 'Self-Motivation', 'Leadership', 'Communication', 'Problem-Solving', 'Time Management', 'Attention to Detail', 'Creativity', 'Adaptability', 'Analytical Skills', 'Organizational Skills', 'Conflict Resolution', 'Decision-Making', 'Flexibility', 'Interpersonal Skills', 'Mentoring', 'Training', 'Volunteering']",Mechanical Designer,"City, State, USA","['City, State, USA']",[],"['Mentoring', 'Volunteering', 'Animal Welfare', 'Community Service', 'Gardening', 'Outdoor Activities']","['Big Brother Big Sister', 'For Luv of Dogs', 'Grove Lake Lutheran Church']",[],"Current position, but open to new opportunities"
35990852,University of Maryland,['B.A.'],Bachelor's,Bachelor of Arts,14.0,[],[],"['.NET', 'ASP.Net', 'VB.Net', 'Visual Basic.Net', 'Microsoft SQL Server', 'SQL', 'Stored Procedures', 'TFS (Team Foundation Server)', 'HTML5', 'CSS3', 'Javascript', 'JQuery', 'AngularJS', 'LINQ', 'PHP', 'mySQL', 'Adobe Design Suite', 'XML', 'XSLT', 'Visual Studio 2012', 'Visual Studio 2014', 'Visual Studio', 'C#', 'MVC 4.0', 'MVC', 'Entity Framework 5', 'Agile Software Development Methodology', 'Adobe Photoshop', 'web forms', 'SQL Server 2012', 'SQL Server 7', 'SQL Server', 'VB 6', 'Windows NT', 'Crystal Reports 8.5', 'ASP', 'HTML', 'JIRA', 'TFS', 'Agile development', '.NET Framework 4.5']","['communication', 'team leadership', 'client consultation', 'project management', 'mentoring', 'problem-solving', 'decision-making', 'documentation', 'user-centric design', 'scrum meetings', 'graphic design']",Website Designer,"City, State, USA","['City, State, USA']",[],"['Video games', 'Digital artwork', 'Graphic design']",['Hosted a panel discussion at MegaCon 2015'],[],Not specified
36269672,,[],,,44.0,[],[],"['Floral Design', 'Retail Sales', 'Management', 'Visual Merchandising', 'Employee Training', 'Customer Service', 'Store Operations', 'Window Display Design']","['Leadership', 'Communication', 'Problem-Solving', 'Teamwork', 'Organization', 'Multi-tasking', 'Employee Motivation']",Floral Designer,"City, State","['City, State']",[],[],[],[],Not Mentioned
90066849,University of Phoenix,['Information Technology'],Associate's Degree,Associate of Arts,28.0,[],[],"['Epic Home Health Application', 'Home Health Software', 'Meditech', 'PtCT', 'Reporting Tools', 'Workflow Analysis', 'System Optimization', 'Data Validation', 'Clinical Documentation', 'Training Environment Setup', 'Database Management', 'Security Settings', 'Epic Training Materials Development', 'Clinical Instruction', 'Care Plan Design', 'EMR Implementation', 'Home Health Regulations', 'Community Connect Implementation', 'Workflow Redesign', 'Change Control', 'Clinical Readiness', 'System Upgrades', 'Remote Client Software', 'Data Migration', 'Training Curriculum Design', 'Classroom Instruction', 'Quick Start Guides', 'Tip Sheets', 'Learning Homes Dashboard']","['Leadership', 'Presentation Skills', 'Teamwork', 'Communication', 'Training', 'Problem-Solving', 'Analytical Skills', 'Project Management', 'Multi-State Regulations Knowledge', 'Clinical Expertise', 'Attention to Detail']",Instructional Designer,"City, State, USA",[],"['Epic Home Health Clinical Certification', 'Epic Principal Trainer/Instructional Designer for Home Health Clinical']",[],[],[],Currently Employed
27529455,,[],,,,[],[],[],[],,,[],[],[],[],[],
85101052,"K.L.E's.C.E.T, Belgaum; Govt. Polytechnic, Bijapur; P.D.J High School, Bijapur","['Computer Science & Engineering', 'Computer Science & Engg']",Bachelor's,Bachelor of Engineering (B.E),8.5,"['English', 'Hindi', 'Kannada']",[],"['Java/J2EE', 'Spring 3', 'jQuery', 'Bootstrap', 'JPA', 'Struts', 'Core Java', 'JSP', 'EJB', 'XML', 'PLSQL', 'Web Services', 'Hibernate', 'UML', 'Niagara AX', 'SQL', 'Git', 'Subversion', 'Rhapsody', 'UDS', 'Oracle 11i', 'Weblogic 10', 'Eclipse', 'Confluence UML', 'Rally', 'Agile', 'Object Oriented Methodology', 'Design Patterns', 'Weblogic', 'Tridium AX platform']",[],Technical Designer,"City, State",[],['Sun Certified Java Programmer 1.6'],['Reading latest technology news'],[],[],Immediate
22567495,"['University of Wyoming', 'Franklin University', 'Colorado Northwestern Community College', 'Technical Trades Institute']","['Instructional Technology', 'Public Safety Management', 'Criminal Justice', 'Accounting']",Master's,"['Master of Education', 'Bachelor of Science', 'Associate of Applied Science', 'Associate of Occupational Studies']",18.0,[],[],"['Instructional Design', 'Online Course Development', 'Learning Management Systems (LMS)', 'Blackboard', 'Smarthinking', 'Turnitin', 'Educational Technology', 'Accounting Software', 'Microsoft Office Suite', 'Web Page Maintenance', 'Database Management']","['Communication', 'Leadership', 'Collaboration', 'Problem-Solving', 'Time Management', 'Training Facilitation', 'Teamwork', 'Customer Service']",Instructional Designer,"City, State",[],[],"['Soccer Coaching', 'Volunteer Work', 'Advocacy']","['Soccer Coach', 'Victim Services Advocate', 'Board Member for Volunteer Fire Department']",[],Not specified
10751444,"Columbia University in the City of New York, North Carolina State University, Zhejiang University","['Mechanical Engineering', 'Robotics', 'Manufacturing']","Master's, Bachelor's","Master of Science, Bachelor of Science",4.0,"['English', 'Chinese']","['Advanced', 'Native']","['CAD', 'AutoCAD', 'SolidWorks', 'MATLAB', '3D Modeling', 'Mechanical Engineering', 'Manufacturing Systems Integration', 'Engine Components', 'Pumps', 'Fuel Systems', 'FEA Tools', 'Team Leadership', 'Technical Direction', 'Product Strategies', 'Complex Problem Solving', 'Stress Analysis', 'Component Functions', 'Testing Requirements']","['Decision Making', 'Teamwork', 'Leadership', 'Problem Solving', 'Detail Oriented', 'Innovative', 'Independent Work', 'Communication', 'Collaboration']",Product Designer,"City, State, USA","['City, State, USA']",[],"['Basketball', 'Reading', 'Traveling', 'Design', 'Engineering']","['EcoCAR2 Control and Mechanical Team Member', 'NCSU Chinese Undergraduate Student Association Member', 'Volunteer at Construction Sites', 'Electrical Wiring Installation']","['Airplane Landing Gear Design', 'Elastic Band Rocket Statistical Analysis', 'Tape Floss Container 3D Design', 'Fillet Welds and Bolts Design', 'Eddy Current DYNO Research', 'Thermodynamics eBook Graphical Representation', 'Hangzhou Engineering Study Abroad Program Assistance']",Immediate
11807040,,[],,,,[],[],[],[],,,[],[],[],[],[],
12415691,,[],,,,[],[],[],[],,,[],[],[],[],[],
38565119,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,['Interior Design'],Bachelor's,Bachelor of Arts,29.0,[],[],"['Space Planning', 'Workplace Strategy', 'Project Coordination', 'FF&E Expertise', 'AutoCAD', 'MS Office Suite', 'Salesforce', 'Product Specification', 'ADA & Building Codes', 'Written & Verbal Communication', 'Change Management', 'Creative Design', 'Customer Satisfaction', 'Team Leadership', 'Procurement', 'Programming', 'Real Estate', 'Retail', 'Sales', 'Specifications', 'Strategy', 'Budget Management', 'Council', 'Documentation', 'Innovation', 'Interior Design', 'Leadership', 'Materials', 'Meetings', 'Office Design', 'Organization', 'Personnel Management', 'Presentations', 'Problem Resolution', 'Process Improvement', 'Project Management', 'Space Optimization', 'Verbal Communication', 'Written Communication']","['Team Leadership', 'Communication', 'Problem Resolution', 'Customer Satisfaction', 'Innovation', 'Creativity', 'Organization', 'Leadership', 'Collaboration', 'Flexibility', 'Agility', 'Presentation Skills', 'Procurement', 'Project Management', 'Personnel Management', 'Sales', 'Client Satisfaction', 'Initiative', 'Result-Oriented', 'Change Management']",Independent Designer,"City, State, USA","['City, State, USA']","['National Council for Interior Design Qualification', 'State of Illinois Registered Interior Designer']",[],[],[],Current
21705160,"[""Holy Innocents' High School"", 'De Anza College']",['Journalism'],"High School, College",,6.0,[],[],"['Graphic Design', 'Poster Design']",[],Graphic Designer,"City, State",[],[],[],['Club Officer (Graphic Designer)'],[],Not Mentioned
26496059,"Central Dauphin High School, Penn Foster College","['Graphic Design', 'Photoshop', 'Illustrator', 'Indesign', 'HTML/CSS Coding', 'Typography', 'Multimedia', 'Camera Raw']","High School, Associate's Degree","H.S. Diploma, Associate of Arts",14.0,[],[],"['Adobe Photoshop', 'Adobe Premiere Pro', 'Adobe Lightroom', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Animate', 'HTML/CSS', 'Microsoft Word/Excel', 'Adobe Dreamweaver', '3D printing']","['Written and Social Communication', 'Team building', 'Decision-making', 'Calm under pressure', 'Flexible creative approach', 'Workflow management', 'Attention to detail', 'Quality control', 'Time management', 'Problem-solving']",Graphic Designer,"City, State",[],['Certificate of Achievement'],[],[],[],Not mentioned
29524570,"CMR Institute of Management studies, University of Banglore, INDIA","['Computer Application', 'Computer Science', 'Electronics']",Masters,Master of Computer Application (MCA),11.0,"['C', 'C#']",,"['ASP.NET', 'Adobe Acrobat', 'Dreamweaver', 'HTML5', 'CSS3', 'Web Technologies', 'Database Design', 'Risk Assessment', 'Regulatory Summary Writing', 'Quality Assurance', 'Data Analysis', 'MS Word', 'Excel', 'PowerPoint', 'Visio', 'Oracle', 'SQL', 'Web Designing', 'Embedded Systems', 'Computer Graphics', 'System Design']","['Quality', 'Research', 'Risk Analysis', 'Work Management']",Quality Specialist,"City, State, UK","['Glasgow, UK', 'South Glasgow, UK', 'Puerto Rico', 'Campoverde']","['ECDL Certification', 'SQA Qualification']",,,"['Green House Controller', 'Airline Reservation System', 'Employment Exchange', 'Chemical Reactor', 'Galixean Game', 'Editor', 'Page Replacement Algorithms', 'CPU Scheduling Graph', 'Design of a PLC-based Control System', 'Database Management', 'Web Designing']",Immediate
15936656,Republican Art College,,Undergraduate,,6.0,[],[],"['Floral Design', 'Bouquet Arrangement', 'Wedding Decorations', 'Event Display Design', 'Customer Service', 'Order Management', 'Flower Care']","['Creativity', 'Attention to Detail', 'Organization', 'Time Management', 'Communication', 'Customer Focus']",Floral Designer,"City, State, Uzbekistan",[],[],"['Painting', 'Swimming', 'Cooking', 'Photography', 'Playing Piano']",[],[],Not specified
13557622,Sanford Brown,"['Fine Art', 'Game Design Animation/FX Artist']",Advanced,Bachelor of Fine Arts (BFA) or equivalent,7.0,[],[],"['3D Modeling', 'Animation', 'Lighting', 'Maya', 'Photoshop', 'Sound Design', 'Texturing', 'Unity', 'Unreal Engine', 'Virtual Reality (VR)', 'Game Development']","['Communication', 'Teamwork', 'Problem-Solving', 'Attention to Detail', 'Time Management']",VR Designer,"City, State",[],[],['Cannabis Strain Identification'],[],"['Advanced Modeling', 'Advanced Animation', 'Level and World Building']",1 month notice
41506705,"ITT Technical Institute, Delgado Community College","['Computer Drafting and Design', 'Computer Aided Drafting & Design', 'Computer Science', 'Airframe and Power Plant']",Associates of Applied Science,Associates of Applied Science in Computer Aided Drafting & Design,20.0,[],[],"['Autodesk Inventor', 'Solidworks', 'Autocad', '3D modeling', 'Rapid prototyping', 'CNC Laser/Punch', 'Lean Manufacturing', 'CAD', 'CAM', 'Engineering design', 'Microsoft Office']","['Team player', 'Self-motivated', 'Communication skills', 'Creative thinking']",Mechanical Designer,"City, State, USA",[],"['Trumpf Operator Course', 'Trumpf Laser Operator Course', 'Rotolas Training Course', 'SolidWorks Advanced Custom Training', 'Productivity Enhancement Certificate']",[],[],[],Not mentioned
32954522,"Cape Cod Community College, Cass Floral School","['Retail', 'Travel and Tourism', 'Floral Design']","Associate's Degree, Certificate","Retail, Travel and Tourism, Floral Design",20.0,[],[],"['Floral design', 'Customer service', 'Sales', 'Advertising', 'Cash register operation', 'Filing', 'Inventory management', 'Office administration', 'Phone skills']","['Communication', 'Teamwork', 'Problem-solving', 'Creativity', 'Time management', 'Attention to detail', 'Motivational skills']",Floral Designer,"City, State",[],"['Travel and Tourism Certificate', 'Floral Design Certificate']",[],[],[],Not specified
44185767,,[],,,,[],[],[],[],,,[],[],[],[],[],
14014749,"['University of Nevada Las Vegas', 'National Bartenders School', 'YHM Magazine', 'Las Vegas High School']","['Graphic Design', 'Bartending', 'Graphic Design', 'N/A']","[""Bachelor's"", 'Certificate', 'Internship', 'High School']","['Bachelor of Arts', 'Bartending Certificate', 'N/A', 'High Honors Diploma']",10.0,[],[],"['Microsoft Office Suite', 'Adobe Photoshop', 'Adobe InDesign', 'Adobe Illustrator', 'MAC/Windows OS', 'CorelDraw', 'Photobench Software', 'Nikon and Canon Photography', 'Mixology', 'Product Knowledge', 'Wines', 'Customer Service', 'Comping and Gaming Jackpot Payouts']","['Creative', 'Artistic', 'Self-motivated', 'Quick learner', 'Time management', 'Teamwork', 'Customer service', 'Communication', 'Problem-solving']",Graphic Designer,"City, State, USA",[],[],"['Sports', 'Photography', 'Design']",['Convoy of Hope volunteer in 2014 and 2015'],[],Immediate
34349255,"Southwest University of Visual Arts, New Mexico State University","['Interior Design', 'Art History']",Associate's Degree,Associate of Arts,12.0,[],[],"['Interior Design Software', 'Design Drawing', 'Rendering', 'Sales', 'Client Communication', 'Project Management', 'Procurement', 'Budget Management', 'Specification Writing', 'Presentation Skills']","['Creativity', 'Organization', 'Client Relationship Management', 'Communication', 'Collaboration', 'Attention to Detail']",Interior Designer,"City, State",[],[],[],[],[],Currently Employed
16288901,"['Lebanese International University', 'Nazih Bizri High School']","['Interior Design', 'Life Sciences']",Bachelor's,Bachelor of Arts,5.0,"['English', 'Arabic']","['Fluent', 'Fluent']","['AutoCAD', 'Adobe InDesign', 'Adobe Photoshop', 'Shop Drawings', 'Fabrication Drawings', 'Space Planning', 'Product Specifications', 'Interior Architectural Detailing', 'Color and Material Application', 'Fashion Design', 'Garment Construction', 'Textile Knowledge']","['Teamwork', 'Communication', 'Deadline-Oriented', 'Attention to Detail', 'Analytical Skills']",Interior Designer,"City, Lebanon",,[],,,,
25422388,Texas A&M University,"['Journalism', 'Marketing']",Bachelor's,Bachelor of Science,16.0,[],[],"['Adobe Creative Suite', 'Adobe InDesign', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Acrobat', 'QuarkXpress', 'Dreamweaver', 'HTML Coding', 'CSS', 'Microsoft Office Suite']","['Self-Motivated', 'Sense of Humor', 'Conceptual Thinking', 'Attention to Detail', 'Strong Design Sense', 'Resourceful Research', 'Advanced Typography Knowledge', 'Leadership', 'Friendly Attitude', 'Professionalism', 'Time Management', 'Creative Thinking', 'Artistic Ability', 'Quick Learning']",Graphic Designer,"City, State, United States",[],[],[],[],[],Not Mentioned
22496394,"Canyon Springs High School, Mt San Jacinto Community College","['General Education', 'Art']",High School Diploma,,13.0,[],[],"['Civil 3D', 'AutoCAD', 'Civil Engineering', 'Drafting', 'Map creation software', 'Topographic studies', 'Surveying', 'Construction surveying', 'Water piping design', 'Technical plan execution', 'Erosion and sedimentation control']","['Communication', 'Problem-Solving', 'Critical Thinking', 'Decision Making', 'Accuracy', 'Independence', 'Leadership', 'Relationship Building', 'Coaching', 'Customer Service', 'Documentation', 'Office Skills', 'Self-Starter', 'Sorting', 'Troubleshooting']",CAD Designer,"City, State, USA",[],[],[],[],[],Immediate
38744475,"University of Central Florida, Broward College","['Fine Arts, Design', 'Graphic Design']","Bachelor's, Associate's","Bachelor of Fine Arts, Associate of Arts",16.0,"['English', 'Spanish']","['Native or Bilingual', 'Native or Bilingual']","['AutoCAD', 'Adobe Creative Suite', 'Planograms', 'Store Layout Design', 'Interactive Displays', 'Graphic Displays']","['Collaboration', 'Creativity', 'Communication', 'Remote Work', 'Project Management', 'Marketing Content Creation']",Interior Designer,"City, State, United States","['City, State, United States']",[],[],[],"['Juried Art Show', 'Local Market Research Project', 'IKEA Home Tour Marketing Campaign']",Immediate
67582956,"['National American University', 'Kansas State University', 'Emporia State University']","['Healthcare Management', 'Civil Engineering', 'Geology']",Bachelor's,Bachelor of Science,16.0,[],[],"['Microstation', 'Geopak Design Software', 'Corridor Modeling Design Software', 'AutoCAD Civil 3D', 'MS Office', 'Computer-Assisted Engineering and Design Software']","['Team Player', 'Organized', 'Detail-oriented', 'Communication Skills', 'Presentation Skills', 'Training and Supervision', 'Project Management', 'Quality Control']",Project Designer,"City, State, USA",[],[],[],[],"['Commercial Project Drawings and CAD File Management', 'Sales and Customer Relations Presentation Materials']",Not Mentioned
26676567,,[],,,,[],[],[],[],,,[],[],[],[],[],
14724186,Shadle Park High School,['High School Diploma'],High School,High School Diploma,24.0,[],[],"['Photoshop', 'Rendering', 'Sketching', 'Layout', 'Office Suite']","['Budget Preparation', 'Sales', 'Customer Service', 'Leadership and Training', 'Communication']",Interior Designer,"City, State","['Marina Del Rey, CA', 'Atlanta, GA', 'Jackson Hole, WY', 'Las Vegas, NV', 'Union, WA', 'Bellevue, WA', 'Seattle, WA', 'Sun Valley, ID', 'Los Angeles, CA', 'Petaluma, CA']",[],[],[],[],Immediate
10748989,"['The University of North Carolina', 'Wake Technical Community College', 'Island Drafting & Technical Institute']","['Interior Architecture', 'Applied Science Architecture Technology', 'Electrical and Mechanical Drafting', 'Sustainable Design', 'Energy Efficiency', 'Historic Preservation']",Bachelor's,Bachelor of Fine Arts,34.0,[],[],"['Adobe InDesign', 'SketchUp', 'Rhino', 'AutoCAD', '3D rendering software', 'BIM', 'Design Graphics', 'Electrical and Mechanical Drafting', 'Lighting Design', 'Interior Design', 'Space Planning', 'Working Drawings', 'Construction Documentation', 'Design Concept Development', 'Creative Problem Solving', 'Building Codes', 'Solar Technology', 'Project Management', 'Client Consultation', 'Team Leadership', 'Presentations', 'Documentation', 'Materials Specification']","['Multi-tasking', 'Attention to Detail', 'Analytical Thinking', 'Creativity', 'Time Management', 'Team Collaboration', 'Communication', 'Client Relations', 'Problem-Solving', 'Organization']",Lighting Designer,"City, State, USA",[],[],[],[],"['Interior Architecture BIM and Design Graphics coursework', 'Sustainable Design coursework', 'Color Theory and Perspective course', 'Historic Conservation and Adaptive Re-use', 'Energy Efficiency in the Building Envelope']",Not specified
26924514,"Florida International University, University of Central Florida (UCF)","['Instructional System Design', 'Science']",Master's,Master of Instructional System Design,10.0,[],[],"['SCORM', 'ADDIE', 'Joomla LMS', 'Open Table program', 'Adobe Acrobat', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'POS systems', 'LMS (Learning Management System)', 'Section 508 compliance']","['Budgeting and finance', 'Project management', 'Verbal communication', 'Conflict resolution', 'Organization', 'Team leadership', 'Data management', 'Process implementation', 'Client assessment', 'Staff development', 'Training facilitation', 'Public speaking', 'Customer service', 'Sales support', 'Event planning', 'Mentoring', 'Negotiation', 'Leadership', 'Communication', 'Administration', 'Task analysis', 'Curriculum development', 'Instructional design']",Instructional Designer,"City, State, USA","['City, State, USA']",[],[],[],"['Decision Review Officer (DRO) curriculum development', 'VBA Training and Performance Support System (TPSS) evaluation', ""Storyboard review and revision for VBA's LMS"", 'Competence mapping and assessment for VBA training courses', 'Web-based course matrix development for VBA', 'DRO project curriculum development', 'Instructional design for food service industry students']",Immediate
12674307,Cazenovia College,['Interior Design'],Bachelor's,Bachelor of Arts,10.0,[],[],"['Set Design', 'Visual Merchandising', 'Retail Display Design', 'Microsoft Office', 'Microsoft Excel']","['Communication', 'Customer Service', 'Leadership', 'Teamwork', 'Problem-Solving']",Set Designer,"City, State",[],[],[],[],"['Residential and Assisted Living Facility Design', 'Showroom Wall Revamp']",1 month notice
23951429,Fresno City College,"['Computer Technician', 'Network Specialist']",Certificate,Computer Technician Network Specialist Certificate,5.0,"['English', 'Spanish']","['Advanced', 'Native']","['MS Office', 'Microsoft Word', 'Excel', 'PowerPoint', 'Web Designing']","['Customer-oriented', 'Employee training and development', 'Client relations', 'Problem-solving', 'Strategic thinking', 'Communication', 'Attention to detail', 'Professionalism']",Graphic Designer,"City, State, United States","['City, State', 'City, State']",[],[],[],[],1 month notice
26046064,Brown College,['Visual Communications'],Associate's Degree (AA),Associate of Arts,14.0,[],[],"['Adobe Creative Suite', 'HTML/CSS', 'Adobe Acrobat', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Corel Applications', 'Publisher', 'Word', 'Excel', 'PowerPoint', 'Flash']","['Time Management', 'Creativity', 'Self-Motivation', 'Social Media Marketing']",Graphic Designer,"City, State",[],[],[],[],[],Not Mentioned
28326441,"University of Wisconsin, Madison","['International Business', 'Marketing', 'Spanish']",Bachelor's,BBA,11.0,['Spanish'],['Proficient'],"['Adobe CS6', 'Illustrator', 'Photoshop', 'AutoCAD', 'Studio Designer', 'InDesign', 'SketchUp', 'Revit']","['Time Management', 'Teamwork', 'Quick Learning', 'Multi-tasking', 'Self-starter', 'Resourcefulness', 'Conceptual Thinking', 'Customer Orientation', 'Flexibility', 'Attention to Detail', 'Strategic Thinking', 'Deadline Management']",Freelance Designer and Founder,"City, State, USA","['City, State, USA']",[],[],[],[],Immediate
78149576,"Front Range Community College, Colorado State University, Fossil Ridge High School","['Floral Design', 'Horticulture']",Associate's,"Associate of Science in Horticulture, Floral Design Certificate",9.0,[],[],"['Floral Design', 'Cash Handling', 'POS', 'Cashier', 'Magic']","['Creativity', 'Customer Service', 'Teamwork', 'Communication']",Floral Designer,"Billings, MT, USA",[],[],[],[],[],Immediate
17555081,"[""Western Governor's University"", 'Texas A&M University Corpus Christi', 'Temple College']","['Instructional Design', 'Health Sciences', 'Medical Office Information Systems']","[""Master's"", ""Bachelor's"", ""Associate's""]","['Master of Education', 'Bachelor of Science', 'Associates of Applied Science']",16.0,[],[],"['Project Management', 'Data Collection', 'Grant Writing', 'Event Planning', 'Excel', 'Research', 'Budget Management', 'Financial Management', 'Marketing', 'Office Administration', 'Record-Keeping', 'Reporting', 'Hiring', 'Recruitment', 'Written Communication', 'Publications']","['Communication', 'Collaboration', 'Leadership', 'Organization', 'Problem-Solving', 'Time Management', 'Interpersonal Skills', 'Adaptability']",Instructional Designer,"City, State, USA",[],[],[],"[""Big 'T' Toastmasters"", 'Red Carpet Ambassador', ""American Business Woman's Association""]",[],Not specified
39776400,Front Range Community College,['Machine Drafting Technology'],Associate,Associate of Applied Science,16.0,[],[],"['Autodesk Inventor', 'SolidWorks', 'AutoCAD', 'CAD', '3D Modeling', 'Drafting', 'GD&T', 'ANSI/ASME', 'ANSI/AWS', 'ITAR', 'SAP', 'File Management', '3D Printing', 'Stereolithography', 'Engineering Change Management']","['Detail-oriented', 'Interpersonal Skills', 'Negotiation Skills', 'Problem-Solving', 'Teamwork']",Sr. Tooling Designer,"City, State, United States","['City, State, United States']","['SolidWorks Certified Professional', 'Autodesk Inventor Certified Professional']",[],[],"['Coating Chamber Design', 'Tooling Design', '3D Printing Prototyping']",1 month notice
37263609,"University of Illinois Urbana-Champaign, University of Puerto Rico","['Architecture', 'ARchitecture']","Master's, Bachelor's","Master of Science, Bachelor of Science",3.0,"['Spanish', 'English']",['Fluent'],"['Rhino', 'Revit', 'Cinema 4D', 'Adobe Creative Suite', 'AutoCAD', 'HDR Imaging', 'Lighting', '3ds Max', 'Maya', 'Modeling', 'Sculpting']","['Communication', 'Leadership', 'Creativity', 'Problem-Solving', 'Teamwork', 'Initiative', 'Project Management', 'Collaboration', 'Mentoring', 'Quality Assurance']",Designer and Consultant,"City, State, USA",,,,,"['Downtown Sector of Caguas, PR', 'Schools of the 21st Century Project, San Juan, PR']",Not specified
13518263,"Roosevelt University, Calvin Coolidge High School","['Arts', 'General Education']","Associate Degree, High School","Associate of Arts, High School Diploma",26.0,[],[],"['Interior Design', 'Space Planning', 'Color Theory', 'Material Application', 'Product Specification', 'Furniture Systems', 'Graphic Design', 'Presentation Creation', 'Budget Management']","['Leadership', 'Customer Service', 'Attention to Detail', 'Creativity', 'Communication', 'Teamwork', 'Project Management']",Interior Designer,"City, State, USA",[],[],[],[],[],Currently Employed
11155153,"New Mexico State University, South Plains College","['Drafting Technology', 'Pro/Engineer']",Associates Degree,Applied Science,28.0,[],[],"['3D Model part design', 'Hydraulic circuit design', 'Pneumatic circuit design', 'Autodesk Inventor', 'SolidWorks', 'CAD', 'FEA', 'Microsoft Office', 'Pro/Engineer', 'Creo', 'ComputerVision 3-D Personal Designer', 'CADDS4X-SUNhardware', 'AutoCAD', 'FastCAD', 'ProCAD']","['Self-motivated', 'Assertive', 'Quick learner', 'Teamwork', 'Integrity', 'Communication', 'Task management', 'Problem-solving', 'Customer interaction', 'Initiative']",Mechanical Designer,"City, State, USA",[],"['Hydraulics Training Certification', ""Private Pilot's License"", 'Pro/Engineer Certification']",[],[],[],Not specified
54201930,Universidad del Valle de México,['Graphic Design'],Bachelor's,Bachelor of Arts,11.0,"['Spanish', 'English']","['Native', 'Proficient']","['Illustrator', 'Photoshop', 'InDesign', 'Dreamweaver', 'Flash', 'Premier', 'Freehand', 'Logo Design', 'Editorial Design', 'Web Design', 'Illustration', 'Layout', 'Image Manipulation', 'Prepress Production', 'Web Content Management', 'Social Media Management', 'Print Production', 'Marketing Strategy', 'Project Coordination', 'Branding', 'Event Planning']","['Marketing', 'Client Relations', 'Advertising', 'Brand Identity', 'Budget Management', 'Translation', 'Sales', 'Project Management', 'Proofreading', 'Content Writing', 'Event Coordination', 'Vendor Management', 'Customer Relationship Management', 'Team Collaboration', 'Problem-Solving']",Graphic Designer,"City, State, Mexico","['Mexico City', 'Berkeley, CA', 'City, State, USA']",[],[],[],[],Not specified
10466583,Northwestern College,['Medical Assistant'],Not specified,Not specified,10.0,[],[],"['Floral Design', 'Inventory Control', 'Employee Scheduling', 'Cash Handling', 'Banking', 'Customer Service']","['Personable', 'Outgoing', 'Efficient', 'Organized', 'Multi-tasking']",Floral Designer,"City, State",[],[],[],[],[],Not specified
26790545,Covenant University,['Computer Science'],Bachelor's,Bachelor of Science,10.0,[],[],"['Adobe Creative Suite', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe Dreamweaver', 'HTML', 'CSS', 'Javascript', 'Axure RP', 'Powerpoint', 'Keynote', 'Prototyping', 'Wireframing', 'Graphic Design', 'Web Development']","['Teamwork', 'Collaboration', 'Sales', 'Customer Service', 'Communication', 'Problem-Solving']",Presentation Designer,"City, State",[],[],[],[],[],Not mentioned
11958994,"SUNSTATE ACADEMY, SAINT PETERSBURG COLLEGE","['Cosmetology', 'General Education']",Associate's Degree,"Cosmetology License, Associate of Arts",8.0,"['Greek', 'English']","['Native', 'Native']","['Adobe', 'Excel', 'Power Point', 'MS Word', 'cash registers', 'inventory management', 'sales', 'customer relationship management (CRM)', 'hair styling', 'hair coloring', 'hair cutting', 'hair care products', 'regulatory compliance', 'data entry', 'call center operations', 'problem-solving', 'research', 'database management', 'reporting', 'marketing', 'email', 'Microsoft Office']","['communication', 'interpersonal skills', 'customer satisfaction', 'teamwork', 'decision making', 'work ethic', 'professionalism', 'initiative', 'self-motivation', 'time management', 'problem-solving', 'adaptability', 'organizational skills', 'leadership', 'client relationship management', 'sales', 'marketing', 'creativity', 'attention to detail', 'multitasking']",Salon Designer,"City, State, United States","['City, State, United States']",['Cosmetology License'],[],[],[],Not specified
